question,answer,answerKey
"Dünya üzerinde sınırlı miktarda bakır bulunmaktadır. Bu durum bakırın kullanım şeklini nasıl etkiliyor?
Şıklar:
A. Bakır geri dönüştürülmelidir.
B. Bakırın maliyeti diğer malzemelere göre daha düşüktür.
C. Bakır düşük talep görüyor.
D. Bakır ticari ürünler oluşturmaz.",Bakır geri dönüştürülmelidir.,A
"Rüzgardan elde edilen enerjiyi kullanmanın hava kalitesi açısından fosil yakıtları yakmaktan daha iyi olmasının en olası nedeni hangisidir?
Şıklar:
A. rüzgardan yararlanmak için gerekli ekipman ucuzdur
B. rüzgar fosil yakıtlardan daha az kirlilik üretir
C. rüzgar gücünden elde edilen enerjinin depolanması kolaydır
D. rüzgar fosil yakitlardan daha verimlidir",rüzgar fosil yakıtlardan daha az kirlilik üretir,B
"Bir bilim insanı benzersiz görünen bir balık keşfetti. Balık ve yaşam alanı hakkında veriler toplanıp analiz edildikten sonra, bilim adamı balığın yeni bir türe ait olduğunu belirledi. Bilim insanı bu yeni keşifle ne yapmalıdır?
Şıklar:
A. keşfi kamuoyu ile paylaşmak
B. ek arka plan araştırması yapın
C. sonuçları tekrar analiz edin
D. yeni bir hipotez oluşturun",keşfi kamuoyu ile paylaşmak,A
"Bir bilim insanı, belirli bir maddenin sinir hasarının tedavisinde faydalı olacağını keşfeder. Elde ettiği sonuçları bilim camiasına iletmesinin en iyi yolu nedir?
Şıklar:
A. Sinir araştırmalarında çalışan diğer bilim insanlarını da arayabilir.
B. Sinir hasarı olan hastaları tedavi eden hastanelere bir mektup yazabilir.
C. Elde ettiği sonuçları sinir sistemine odaklanan bir Web sitesine koyabilir.
D. Elde ettiği sonuçları sinirlerle ilgili konuları kapsayan bilimsel bir dergide yayınlayabilir.",Elde ettiği sonuçları sinirlerle ilgili konuları kapsayan bilimsel bir dergide yayınlayabilir.,D
"Nevada'nın yıllık yağış ortalaması 21 ila 24 cm arasındadır. Buna karşılık Washington eyaleti yılda ortalama 96 ila 97 cm yağış almaktadır. Bu faktörlerden hangisi bu iki eyalet arasındaki yağış farkı üzerinde en büyük etkiye sahiptir?
Şıklar:
A. her bir eyaletin göreceli büyüklükleri
B. her eyalette bulunan endüstri türleri
C. her bir eyaletin kıta üzerindeki konumu
D. her eyaletteki volkanik faaliyetlerin göreceli sıklığı",her bir eyaletin kıta üzerindeki konumu,C
"Hem öglena hem de paramesyum'da üreme hakkında hangisi doğrudur?
Şıklar:
A. Dikey olarak bölünürler.
B. Gamet üretirler.
C. Birleşirler.
D. Spor oluştururlar.",Dikey olarak bölünürler.,A
"Aşağıdakilerden hangisi bir telefon iletişim sistemindeki kodlayıcının işlevini en iyi şekilde tanımlar?
Şıklar:
A. sesi elektrik impulslarına dönüştürmek
B. iletilen elektrik sinyallerinin alınması
C. elektriksel uyarıları sese dönüştürmek
D. bir devre üzerinden elektrik sinyalleri göndermek",sesi elektrik impulslarına dönüştürmek,A
"Kutup ayıları çok ağırdır. Bir kutup ayısının kütlesinin yaklaşık yarısı yağdır. Bu adaptasyon, Kuzey Buz Denizi'nde avlanan bir kutup ayısına en çok nasıl yardımcı olur?
Şıklar:
A. Yağ kutup ayısını büyütür.
B. Yağ kutup ayısını kayganlaştırır.
C. Yağ, kutup ayısının buz üzerinde koşmasına yardımcı olur.
D. Yağ, kutup ayısının suda yüzmesine yardımcı olur.","Yağ, kutup ayısının suda yüzmesine yardımcı olur.",D
"Hangi hava olayının orman yangınına neden olma olasılığı en yüksektir?
Şıklar:
A. ani bir sel
B. bir yıldırım çarpması
C. kasırga
D. bir dolu fırtınası",bir yıldırım çarpması,B
"Bir volkandan sonra yeni bir organizma topluluğunun oluşmasını en iyi hangi terim açıklar?
Şıklar:
A. abiyotik faktörler
B. sınırlayıcı faktörler
C. birincil ardıllık
D. ikincil ardıllık",birincil ardıllık,C
"Okyanus dalgaları sahile deniz kabukları bıraktığında hangi süreç gerçekleşir?
Şıklar:
A. yoğuşma
B. birikme
C. ayrışma
D. rotasyon",birikme,B
"Bazı kimyasal tepkimeler enerji emerken, diğerleri enerji açığa çıkarır. Yanan kömür ve patlayan havai fişeklerdeki kimyasal reaksiyonlardan hangisi enerji açığa çıkarır?
Şıklar:
A. Sadece kömür yakmak
B. Sadece patlayan havai fişekler
C. Hem yanan kömür hem de patlayan havai fişekler
D. Ne yanan kömür ne de patlayan havai fişekler",Hem yanan kömür hem de patlayan havai fişekler,C
"Bir gölet ekosisteminin hangi bölümü küçük balıklara barınak sağlar?
Şıklar:
A. kayalar
B. su
C. otlak
D. toprak",kayalar,A
"Bir öğrenci şeker yapmak için şekeri suda eritiyor. Tencerenin dibinde şeker topaklarının oluştuğunu fark eder. Şekerin daha fazla çözünmesine yardımcı olmak için ne yapabilir?
Şıklar:
A. çözeltiyi ısıtın
B. çözeltiyi soğutun
C. tavaya biraz daha şeker ekleyin
D. tencereden biraz su alın",çözeltiyi ısıtın,A
"Sert kışlar geyik gibi bazı türlere nasıl fayda sağlar?
Şıklar:
A. onları yırtıcılardan koruyarak
B. yiyecek kaynaklarını artırarak
C. hastalıkları ortadan kaldırarak
D. sürü nüfusunu azaltarak",sürü nüfusunu azaltarak,D
"Bir yağmur ölçerde yağmur hacmini ölçmek için hangi ekipman parçası kullanılır?
Şıklar:
A. çift kefeli terazi
B. dereceli silindir
C. santimetre cetveli
D. termometre",dereceli silindir,B
"Bitki hücrelerinde, hücrelerdeki su miktarı hücre duvarlarına karşı basınç oluşturur. Odunsu olmayan bitkilerin hücrelerindeki su miktarı azaltılırsa, aşağıdakilerden hangisi büyük olasılıkla gerçekleşir?
Şıklar:
A. Sapları solacaktı.
B. Özsu daha hızlı akacaktı.
C. Daha fazla çiçek üretilecekti.
D. Yapraklar dökülecekti.",Sapları solacaktı.,A
"Bir bilim insanı, bir sonuca varmadan önce bir araştırmayı birçok kez tekrarlar. Bir bilim insanının bir araştırmayı neden tekrarladığını en iyi hangi neden açıklar?
Şıklar:
A. Bir hipotezi kanıtlamak için tekrara ihtiyaç vardır.
B. Bir sonucun yayınlanması için tekrar gereklidir.
C. Tekrarlama, elde edilen verilerin doğruluğunu sağlar.
D. Tekrarlama, bilim insanlarının gözlemler konusunda objektif kalmalarına yardımcı olur.","Tekrarlama, elde edilen verilerin doğruluğunu sağlar.",C
"Bir köpeğin hangi özelliği büyük olasılıkla çevresinden öğrenilmiştir?
Şıklar:
A. keskin görüşü
B. yemek için yalvarması
C. hızlı koşma yeteneği
D. suda yüzebilmesi",yemek için yalvarması,B
"Bir ekosistemde ölü bitki ve hayvanların geri dönüşümünden en çok hangisi sorumludur?
Şıklar:
A. su
B. bakteriler
C. Balık
D. böcekler",bakteriler,B
"İnsan nüfusu her geçen gün artıyor. Nüfustaki bu artış, insanların geçimini sağlayan doğal kaynakları nasıl etkiliyor?
Şıklar:
A. kaynak arzını artırır
B. kaynak miktarını azaltır
C. kaynaklar için daha az taleple sonuçlanır
D. kaynakların kalitesini artırır",kaynak miktarını azaltır,B
"Hızlı değişimler geçiren bir çevrede yaşayan bir organizmanın hayatta kalma şansını en çok artıracak faktör hangisidir?
Şıklar:
A. güçlü rekabetle karşılaşmak
B. uzun bir yaşam süresine sahip olmak
C. özdeş yavrular üretmek
D. çeşitli bir gen havuzuna sahip olmak",çeşitli bir gen havuzuna sahip olmak,D
"Bir DNA ipliği, üç nükleotid dizisinden oluşan kodonlar içerir. DNA dizisinde bulunan kodonların önemini en iyi hangisi açıklar?
Şıklar:
A. Mesajcı RNA için kod içerirler.
B. Mitotik hücre bölünmesinin başlangıcını işaret ederler.
C. Genetik kodun düzgün bir şekilde kopyalanmasını sağlarlar.
D. Protein sentezi için amino asitleri bir araya getirmek için kullanılırlar.",Protein sentezi için amino asitleri bir araya getirmek için kullanılırlar.,D
"Bitkilerin hangi bölümleri en benzer işlere sahip?
Şıklar:
A. çiçekler ve yapraklar
B. yapraklar ve saplar
C. gövdeler ve dallar
D. dallar ve çiçekler",gövdeler ve dallar,C
"Öğrenciler, iki göletin her birinden alınan 500 mililitrelik su örneklerindeki mikroorganizma topluluklarının boyutlarını karşılaştırmak istemektedir. Gözlemlerinin doğruluğunu büyük olasılıkla hangi faktör etkileyecektir?
Şıklar:
A. su örneklerinin ortalama sıcaklığı
B. kullanılan mikroskop lamının markası
C. mikroskobun büyütme gücü
D. her bir mikroorganizmanın doğru şekilde tanımlanması",mikroskobun büyütme gücü,C
"Miconia bitkisi Hawaii'ye özgü bir bitki değildir. Hawaii'ye 40 yıl önce girişinden bu yana popüler bir dekoratif bitki haline gelmiştir. Ancak bu sığ köklü bitki, yerli derin köklü bitki türlerinin çoğunun yerini almış ve adada toprak kayması olasılığını artırmıştır. Bu istilacı bitkiyle başa çıkmanın en iyi yöntemlerinden biri hangisidir?
Şıklar:
A. Bitki diğer küçük adalarla paylaşılmalıdır.
B. Bitki daha derin köklü bitkilerle melezlenmelidir.
C. Bitki adadaki tüm bölgelerden sökülmelidir.
D. Bitki adadaki yerli çiftlik hayvanlarına yedirilmelidir.",Bitki adadaki tüm bölgelerden sökülmelidir.,C
"Siyah-beyaz ötleğenler Kanada'daki üreme alanlarından kış için güney Florida'ya göç ederler. Çevresel faktörler Kanada'ya dönen dişi bülbüllerin sayısını sınırlarsa hangisinin gerçekleşmesi en olasıdır?
Şıklar:
A. İlkbaharda daha az sayıda genç bülbül yumurtadan çıkacaktır.
B. Ötleğen üreme mevsimi daha erken başlayacak.
C. Ötleğen kuşları daha geniş bir eş seçimine sahip olacaktır.
D. Ötleğen kuşları arasında genetik çeşitlilik artacaktır.",İlkbaharda daha az sayıda genç bülbül yumurtadan çıkacaktır.,A
"Bir sperm hücresinin yapısı neden bir yumurta hücresinin yapısından çok farklıdır?
Şıklar:
A. Bir sperm hücresi yumurta hücresine ulaşmak için hareket etmelidir.
B. Bir yumurta hücresi birçok ayrı sperm hücresine bölünmelidir.
C. Bir yumurta hücresinin sperm hücresine ulaşabilmesi için hareket etmesi gerekir.
D. Bir sperm hücresi birçok farklı yumurta hücresi ile birleşmelidir.",Bir sperm hücresi yumurta hücresine ulaşmak için hareket etmelidir.,A
"Güneş'ten gelen ısı enerjisi Dünya'ya öncelikle aşağıdaki süreçlerden hangisiyle aktarılır?
Şıklar:
A. iletim
B. konveksiyon
C. buharlaşma
D. radyasyon",radyasyon,D
"Hangi ifade kalp hakkında bir görüştür?
Şıklar:
A. Kalbin birincil işlevi kanı vücut içinde hareket ettirmektir.
B. Kalbin amacı atletik aktivitelerin gerçekleştirilmesine yardımcı olmaktır.
C. Atan bir kalbin hızı gün boyunca değişebilir.
D. Kalp farklı hücre türlerinden oluşur.",Kalbin amacı atletik aktivitelerin gerçekleştirilmesine yardımcı olmaktır.,B
"Aşağıdaki maddelerden hangisi fotosentezin doğrudan ürünüdür?
Şıklar:
A. yağlar ve nişastalar
B. oksijen ve şeker
C. proteinler ve amino asitler
D. karbondioksit ve su",oksijen ve şeker,B
"Öğrenciler yıl boyunca her gün sıcaklığın nasıl değiştiğini test etmek istiyorlar. Test sırasında aşağıdakilerden hangisinin aynı tutulması gerekmez?
Şıklar:
A. sıcaklığın ölçüldüğü yer
B. ölçüm yapmak için kullanılan termometre
C. sıcaklık ölçümünü okuyan kişi
D. sıcaklığın ölçüldüğü günün saati",sıcaklık ölçümünü okuyan kişi,C
"17. yüzyılda, diğer gezegenlere olan uzaklığı tahmin etmek için, bilim insanları ilk olarak gezegeni Dünya yüzeyindeki iki farklı konumdan görüntüleme tekniğini kullandılar. Bilim insanları Dünya'dan uzaklığı hesaplamak için gezegenin hangi özelliğini kullanıyorlardı?
Şıklar:
A. görünür parlaklık
B. görünür hareket
C. boyut
D. konum",konum,D
"Potansiyel enerji nedir?
Şıklar:
A. Bir nesnenin hareketinden dolayı sahip olduğu enerji.
B. Bir nesnenin konumu nedeniyle sahip olduğu enerji.
C. Bir nesnenin kütlesini artıran enerji.
D. Bir nesnenin sıcaklığını artıran enerji.",Bir nesnenin konumu nedeniyle sahip olduğu enerji.,B
"Kış aylarında tatlı su havuzlarında organizmaların hayatta kalabilmesi için suyun hangi özelliği gereklidir?
Şıklar:
A. Su polar bir moleküldür.
B. Su yüksek bir yüzey gerilimine sahiptir.
C. Su katı halden doğrudan gaza dönüşebilir.
D. Su katı haldeyken sıvı halde olduğundan daha az yoğundur.",Su katı haldeyken sıvı halde olduğundan daha az yoğundur.,D
"Hangi ifade kelebeklerin yaşam döngüsünün kurbağaların yaşam döngüsünden ne kadar farklı olduğunu açıklar?
Şıklar:
A. Kelebek yaşam döngülerinin daha fazla aşaması vardır.
B. Kelebeklerin yaşam döngülerinde bir yumurta aşaması vardır.
C. Kelebeklerin yaşam döngülerinde bir pupa evresi vardır.
D. Kelebeklerin yaşam döngülerinde bir yetişkin aşaması vardır.",Kelebeklerin yaşam döngülerinde bir pupa evresi vardır.,C
"Bir zamanlar böcek haşerelerini öldürmek için DDT adlı bir kimyasal kullanılıyordu. Araştırmalar bu kimyasalın bazı kuş türleri için zararlı olduğunu gösterdiğinde, DDT kullanımı durduruldu. Bilimsel süreç, bilim insanlarının DDT'nin kuşlar için zararlı olduğunu anlamalarına en iyi nasıl yardımcı oldu?
Şıklar:
A. Kimyasal hakkında farklı tahminler yapılmıştır.
B. Kimyasal üzerinde yapılan testler farklı sonuçlar vermiştir.
C. Kimyasal üzerinde tekrarlanan testler aynı sonuca ulaşmıştır.
D. Kimyasalın özelliklerini test etmek için farklı prosedürler kullanılmıştır.",Kimyasal üzerinde tekrarlanan testler aynı sonuca ulaşmıştır.,C
"Kömür, eski organik bileşiklerden oluşan doğal bir malzemedir. Bir kömür örneğinde hangi elementin bulunma olasılığı en düşüktür?
Şıklar:
A. Karbon
B. Hidrojen
C. Gümüş
D. Kükürt",Gümüş,C
"Aşağıdakilerin tümü, aşağıdakiler dışında bir gıda beslenme etiketinde bulunabilir
Şıklar:
A. önerilen porsiyon büyüklüğü.
B. porsiyon başına kalori.
C. önerilen bir yemek planı.
D. İçindekiler listesi.",önerilen bir yemek planı.,C
"Aynı türden hayvanlar birbirlerini tanımakta zorluk çekebilir. Hayvanların birbirlerini tanımalarına yardımcı olmak için büyük olasılıkla hangi adaptasyon gelişmiştir?
Şıklar:
A. göç etme yeteneği
B. kamufle olma yeteneği
C. vücut kokusu üretme yeteneği
D. vücut atıklarını üretme yeteneği",vücut kokusu üretme yeteneği,C
"Aşağıdakilerden hangisi geçerli bir besin zinciridir?
Şıklar:
A. su -> çimen -> tilki -> şahin
B. güneş -> tavşan -> geyik -> kurt
C. çimen -> örümcek -> fare -> tavşan
D. ölü fare -> sinekler -> kurbağa -> yılan",ölü fare -> sinekler -> kurbağa -> yılan,D
"Amerika Birleşik Devletleri'nin batı kıyısı boyunca gerçekleşen aşağıdaki olaylardan hangisi, yukarı kabarmanın besin açısından zengin suları yüzeye çıkardığına dair doğrudan kanıt sağlar?
Şıklar:
A. kabarma sırasında balıkçılık üretiminde artış
B. kabarma sırasında larva balık popülasyonlarında azalma
C. kabarma sırasında alglerde ve fitoplanktonda artış
D. kabarma sırasında yüzey suyu sıcaklıklarında azalma",kabarma sırasında alglerde ve fitoplanktonda artış,C
"Fotosentez sırasında hangi ürünler üretilir?
Şıklar:
A. klorür ve şeker
B. oksijen ve şeker
C. azot ve şeker
D. karbondioksit ve şeker",oksijen ve şeker,B
"Ekvatordan kuzeye doğru gidildikçe sıcak, nemli iklimler yerini sıcak, kuru iklimlere bırakır. Bu iki iklim tipi arasındaki sınır hangi faktör tarafından belirlenir?
Şıklar:
A. deniz seviyesinden yükseklik
B. yerel bitki örtüsü türleri
C. bölgesel hava kütlelerinin dolaşım modelleri
D. en yakın dağ sırasına olan mesafe",bölgesel hava kütlelerinin dolaşım modelleri,C
"Aşağıdakilerden hangisi kayaların ayrışmasından en az sorumludur?
Şıklar:
A. buzlanma
B. bitki büyümesi
C. yağmur
D. şimşek",şimşek,D
"Birkaç öğrenci, mümkün olan en sağlam köprüyü inşa etmek için dondurma çubukları ve yapıştırıcı kullanmayı gerektiren bir köprü inşa etme yarışmasına katılıyorlar. Köprüler 5 inç genişliğinde ve 18 inç uzunluğunda olmalıdır. Aşağıdaki testlerden hangisi bu köprüler için en güçlü açıklık tasarımını belirlemenin en doğru yoludur?
Şıklar:
A. Oyuncak arabaları her köprüden yıkılana kadar yuvarlamak
B. Yıkılana kadar her köprünün üzerine beton inşaat blokları yerleştirmek
C. Çökene kadar her köprünün iki ucuna bozuk para istiflemek
D. D-hücreli pilleri her köprünün ortasına çökene kadar yerleştirmek",D-hücreli pilleri her köprünün ortasına çökene kadar yerleştirmek,D
"Ökaryot olarak sınıflandırılan organizmalar Arkebakteri olarak sınıflandırılan organizmalardan nasıl farklıdır?
Şıklar:
A. Hepsi çok hücrelidir.
B. Hepsi cinsel yolla ürer.
C. Hepsi kendi yiyeceklerini üretir.
D. Hepsinin zara bağlı çekirdekleri vardır.",Hepsinin zara bağlı çekirdekleri vardır.,D
"Ses dalgaları ve okyanus dalgaları, her ikisi de
Şıklar:
A. boylamasına dalgalardır.
B. aynı frekansa sahiptir.
C. enerjiyi bir yerden başka bir yere taşır.
D. bir aracı bir yerden başka bir yere taşır.",enerjiyi bir yerden başka bir yere taşır.,C
"Bir öğrenci, 3 aylık bir dönem boyunca haftalık yağış miktarını göstermek için bir sütun grafiği kullanır. Veriler için başka hangi sunum yöntemi uygundur?
Şıklar:
A. bir tablo
B. bir pasta grafiği
C. bir fotoğraf
D. yazılı bir paragraf",bir tablo,A
"Naomi'nin evcil bir köpeği var. Köpek aşağıdaki özelliklerden hangisini büyük olasılıkla ebeveynlerinden miras almıştır?
Şıklar:
A. onun ağırlığı
B. en sevdiği yiyecek
C. kürkünün rengini
D. yaşadığı yer",kürkünün rengini,C
"Akkor ampul filamanları, ampulün düşük yoğunluklu, reaktif olmayan bir gazla doldurulmasıyla en iyi şekilde korunur. Bu gaz büyük olasılıkla periyodik tablodaki hangi element grubundan seçilmiştir?
Şıklar:
A. 1 (1A)
B. 2 (2A)
C. 17 (7A)
D. 18 (8A)",18 (8A),D
