question,true_answer,predicted_answer,is_correct
"Doldurulmuş ve avlanmış hayvanlarla dolu bir oda, birçoğunun duvarlara monte edildiği bir odada sergileniyor. Aşırı rüzgarlı havalarda kumlu zeminde iki kahverengi bufalo yan yana duruyor. iki adam
Şıklar:
A. Rakip seyirciler kumsalda kürek çekerken polo oyunu oynuyorlar.
B. Folik asitin vücut üzerinde katmanlaştığından ve nöbet anında yüksek rahatlık sağladığından söz ediyoruz.
C. Arkalarında duran ve olayı filme alan bir kameraman, ateş etmeyi amaçlayan silahları monte edilmiş iki bufaloyu uzaktan izliyor.
D. yokuş aşağı son derece yüksek bir hızla snowboard yaparken görünürler.","Arkalarında duran ve olayı filme alan bir kameraman, ateş etmeyi amaçlayan silahları monte edilmiş iki bufaloyu uzaktan izliyor.","C. Arkalarında duran ve olayı filme alan bir kameraman, ateş etmeyi amaçlayan silahları monte edilmiş iki bufaloyu uzaktan izliyor.",False
"[header] Kızamıkçık (kızamıkçık) nasıl tanınır ve önlenir? [title] Pembemsi bir deri döküntüsü olup olmadığına bakın. [adım] Kızamıkçık enfeksiyonunun belirti ve semptomları genellikle çok hafiftir ve fark edilmesi zordur. Ancak en belirgin özelliği yüzde başlayan, hızla boyuna, gövdeye ve daha sonra uzuvlara yayılan ince, pembe renkli bir döküntüdür.
Şıklar:
A. Döküntü genellikle parlak sarı görünür ve kırmızımsı renkte görünür. Kızarıklık yavaşça pul pul dökülecek ve birkaç gün içinde bunun kızamıkçık döküntüsü olduğu oldukça açık.
B. [alt adımlar] Birisinde kızamıkçık olduğundan şüpheleniyorsanız bir doktora görünün veya bir doktora danışın. [title] Gözlerinizde kızarıklık olup olmadığını kontrol edin.
C. Döküntü tipik olarak 1-3 gün sürer, ardından ortaya çıktığı sırayla (yüz-] gövde-] uzuvlarda kaybolur. [alt adımlar] Belirgin deri döküntüsü kızamıkçık vakalarının yalnızca %50-80'inde görülür.
D. Enfeksiyon gözlere yayıldıkça genellikle daha da kötüleşir. [başlık] Kaşıntı semptomlarını arayın.","Döküntü tipik olarak 1-3 gün sürer, ardından ortaya çıktığı sırayla (yüz-] gövde-] uzuvlarda kaybolur. [alt adımlar] Belirgin deri döküntüsü kızamıkçık vakalarının yalnızca %50-80'inde görülür.",A. Döküntü genellikle parlak sarı görünür ve kırmızımsı renkte görünür. Kızarıklık yavaşça pul pul dökülecek ve birkaç gün içinde bunun kızamıkçık döküntüsü olduğu oldukça açık.,False
"[başlık] Mbe için nasıl çalışılır [başlık] Çok sayıda pratik mbe sorusuna erişin. [adım] MBE'ye hazırlanmanıza yardımcı olacak en önemli şeylerden biri pratik yapmak, pratik yapmak, pratik yapmaktır. Ve bunu yapmanın tek yolu pratik sorular almaktır.
Şıklar:
A. Bunu ticari kitaplar satın alarak ve/veya pratik soruları olan çevrimiçi bir inceleme programı bularak yapabilirsiniz. Veya bunları ulusal baro müfettişleri konferansı web sitesinden çevrimiçi olarak satın alabilirsiniz.
B. Bunu bilmek, anlamanız gereken materyali anlamanızı sağlayacaktır. [alt adımlar] Mbe soruları, çalışmak için bilmeniz gerekenleri söyleyen madde işaretleridir.
C. Bunlar önünüzdeki materyali kavramanız için gereklidir. Örneğin bir mbe sorusunda o dönemde kaç tane jeliniz olduğu sorulur.
D. Bunları elle veya küçük bir defterde yapabilirsiniz. Yanıtları bulduğunuzdan emin olun ve ardından bir yanıt alın; işte bu kadar! Antrenmana geç kalmak sizi çekingen veya güvensiz yapmaz.",Bunu ticari kitaplar satın alarak ve/veya pratik soruları olan çevrimiçi bir inceleme programı bularak yapabilirsiniz. Veya bunları ulusal baro müfettişleri konferansı web sitesinden çevrimiçi olarak satın alabilirsiniz.,A. Bunu ticari kitaplar satın alarak ve/veya pratik soruları olan çevrimiçi bir inceleme programı bularak yapabilirsiniz. Veya bunları ulusal baro müfettişleri konferansı web sitesinden çevrimiçi olarak satın alabilirsiniz.,False
"[header] Enginar nasıl pişirilir [title] Boyutuna göre ağır, yaprakları çok kapalı ve koyu yeşil renkte olan enginarları seçin. [adım] Yapraklar açıksa enginar o kadar taze olmayabilir. [title] En taze mahsul için bahar boyunca enginar satın alın.
Şıklar:
A. [adım] Tüm enginarlar farklıdır ancak aşağıdaki enginar çeşitleri çok iyi, doyurucu ürünler verir: [alt adımlar] Silvada: bu tamamen yetiştirilen enginarlardır; taçları yumuşaktır ve kesilmesi kolaydır. Diğer enginarlar gibi yuvarlak bir görünüme sahiptir.
B. [title] Büyük bir kase soğuk su hazırlayın ve içine birkaç limon sıkın ve bir kenara koyun. [title] Fazla kiri veya kumu temizlemek için enginarlarınızı soğuk suyla durulayın.
C. [title] İsterseniz enginarları marine ile baharatlayın. [adım] Bu sadece bütün bir mahsulün üretilmesi anlamına gelmez, aynı zamanda enginarların baharatlanması anlamına da gelir.
D. [adım] Enginarları hızlıca öldürmek için toplarken nazikçe düşünün. Bunun yerine yapraklarını toplamak için uzun süre harcamış taze enginarları kullanın.",[title] Büyük bir kase soğuk su hazırlayın ve içine birkaç limon sıkın ve bir kenara koyun. [title] Fazla kiri veya kumu temizlemek için enginarlarınızı soğuk suyla durulayın.,B. [title] Büyük bir kase soğuk su hazırlayın ve içine birkaç limon sıkın ve bir kenara koyun. [title] Fazla kiri veya kumu temizlemek için enginarlarınızı soğuk suyla durulayın.,False
"Bir adam sahilde koşup suya dalıyor. sörf tahtası taşıyan bir adam
Şıklar:
A. sahilde yürür.
B. Yüksek bir dalış platformundan suya dalıyor.
C. bir kayak salını parkurda itiyor.
D. çok yükseğe suya atlıyor.",sahilde yürür.,A. sahilde yürür.,False
"[header] Akıllı telefon nasıl seçilir [title] İşletim sistemleri arasındaki bazı temel farkları öğrenin. [alt adımlar] Iphone (diğer adıyla ios), kullanım kolaylığı, güvenliği ve diğer Apple ürünleriyle temiz entegrasyonuyla tanınır. Android, Google hizmetlerinin entegrasyonu, özelleştirilebilme yeteneği ve daha düşük maliyetle ilişkilidir.
Şıklar:
A. [title] Dünyanın en iyi özelliklerine sahip olmak için istediğiniz telefon modelini seçin. [adım] Sert kabuklu bir telefon veya camdan yapılmış telefonlar seçin.
B. Apple kimliği (son adımda kullanılan Apple kimliği web sitesi olarak da bilinir) kişisel tabletinizi veya iphone'unuzu seçmenizi sağlar. Android (diğer adıyla önceki adımda kullanılan Apple kimliği web sitesi), kullanım kolaylığı (daha düşük maliyet), güvenliği ve diğer Apple ürünleriyle temiz entegrasyonuyla bilinir.
C. Yalnızca gmail, yahoo messenger ve mymobile'ı içeren, mevcut en ucuz işletim sistemlerinden biridir (uygulama yöneticisiyle birlikte). Ios (aka android), android için başka bir popüler işletim sistemidir ve bu işletim sisteminin daha yeni bir sürümüdür.
D. Windows telefonları daha az yaygındır, ancak Microsoft ürünleriyle entegrasyonu vurgular ve belirli modellerde üst düzey kamera yazılımı sunar. İmkanınız varsa cihazın tanıtımını bir mağazada yapmayı deneyin.","Windows telefonları daha az yaygındır, ancak Microsoft ürünleriyle entegrasyonu vurgular ve belirli modellerde üst düzey kamera yazılımı sunar. İmkanınız varsa cihazın tanıtımını bir mağazada yapmayı deneyin.","D. Windows telefonları daha az yaygındır, ancak Microsoft ürünleriyle entegrasyonu vurgular ve belirli modellerde üst düzey kamera yazılımı sunar. İmkanınız varsa cihazın tanıtımını bir mağazada yapmayı deneyin.",False
"[header] Draconids meteor yağmuru nasıl izlenir [title] Bu yılın tarihlerini kontrol edin. [adım] Draconidlerin en görünür olacağı tarihler yıldan yıla değişir, ancak genellikle ekim ayının ilk birkaç haftasında olur (genellikle 7'si ile 9'u arası). Hızlı bir Google araması, onları görmek istediğiniz yıl boyunca ne zaman hazır olmanız gerektiğini size söyleyecektir.
Şıklar:
A. Eğer meteor yağmurunu tam eylül ya da ekimde (örneğin 29 Kasım) görmeyi planlıyorsanız, bu tarihleri ​​takviminize yazın.
B. [alt adımlar] 2016'da sağanak yağışın 8 Ekim'de zirveye ulaşması bekleniyor. O gece çeyrek ay olacağı için gösteriyi izlemek zor olabilir.
C. [title] Bu bölümü televizyonda mı yoksa filmde mi izlemeniz gerektiğini öğrenin. [adım] Televizyonda bulunan yedi mevsimi arayın, böylece doğal dönüm noktasında yol boyunca gördüğünüz yıldızlar size yıldızları göstersin.
D. [alt adımlar] Görüntü oluşturmayı kullanarak ayın gökyüzünde ilk ne zaman göründüğünü de kontrol edebilirsiniz. Bu hız eşleşen gezegenlere göre ayarlanmıştır.",[alt adımlar] 2016'da sağanak yağışın 8 Ekim'de zirveye ulaşması bekleniyor. O gece çeyrek ay olacağı için gösteriyi izlemek zor olabilir.,"A. Eğer meteor yağmurunu tam eylül ya da ekimde (örneğin 29 Kasım) görmeyi planlıyorsanız, bu tarihleri ​​takviminize yazın.",False
"Küçük bir çocuğun yatakta zıplayıp kameraya gülümsediği görülüyor. o
Şıklar:
A. Kurabiyelerle dolu bir kaseyi gösteriyor ve onları kameraya doğru tutuyor.
B. çılgınca odanın içinde zıplamaya devam ediyor ve sonra tekrar ayağa kalkıyor.
C. aşağı atlıyor ve sonra tekrar yukarı çıkıyor.
D. dört ayak üzerinde yatağa tırmanıyor ve başka biri içeri giriyor, ardından dördüncü çocuk içeri giriyor.",aşağı atlıyor ve sonra tekrar yukarı çıkıyor.,B. çılgınca odanın içinde zıplamaya devam ediyor ve sonra yeniden ayağa kalkıyor.,False
"[başlık] Ağrıyan kaslar nasıl dindirilir [başlık] Egzersiz veya yaralanmadan hemen sonra buz uygulayın. [adım] Buz, ağrılı iltihaplanmayı önler ve egzersizden kısa bir süre sonra buz uygulamak, kas ağrısına neden olan iltihaplanma sürecini yavaşlatabilir. Bir havluya veya tişörte bir torba buz sarın ve etkilenen kaslara 20 dakika boyunca uygulayın.
Şıklar:
A. [alt adımlar] Bu yöntem, sınırlı aktiviteye veya orta şiddette egzersize sahip, ağrıyan kaslar için en iyi sonucu verir. [başlık] Acıyı hafifletmek için kalamin losyonu kullanmayı deneyin.
B. 40 dakika dinlendirin ve ardından 20 dakika daha buzu yeniden uygulayın. [alt adımlar] Buzu asla doğrudan cilde veya 20 dakikadan fazla süreyle uygulamayın, çünkü bu donma ısırmasına neden olabilir.
C. [alt adımlar] Yaralı kasınızın etrafına bir havlu sarın ve ardından 20 dakika boyunca buz uygulayın. Rahatsız edici bir pozisyonda kalmakta zorlanıyorsanız diş ipi kullanmak gibi başka seçenekler de vardır.
D. Rahatlama hissetmeye başlarsanız buzu çıkarın ve hemen ısıtın. [alt adımlar] Ayrıca belirli sırt kaslarına da buz terapisi uygulayabilirsiniz.","40 dakika dinlendirin ve ardından 20 dakika daha buzu yeniden uygulayın. [alt adımlar] Buzu asla doğrudan cilde veya 20 dakikadan fazla süreyle uygulamayın, çünkü bu donma ısırmasına neden olabilir.","B. 40 dakika dinlendirin ve ardından 20 dakika daha buzu yeniden uygulayın. [alt adımlar] Buzu asla doğrudan cilde veya 20 dakikadan fazla süreyle uygulamayın, çünkü bu donma ısırmasına neden olabilir.",False
"[başlık] Kraliyet ailesiyle nasıl tanışılır ve selamlanır [başlık] Odaya girdiklerinde ayağa kalkın. [adım] Bu, kraliyet ailesinin huzurundayken yapmanız gereken en önemli şeylerden biridir. Bir odada kraliçenin veya diğer kraliyet ailesinin gelmesini bekliyorsanız, onların odaya girdiğini gördüğünüz anda ayağa kalktığınızdan emin olmak istersiniz.
Şıklar:
A. Bu, odaya girer girmez onları selamlamak için kalkmak istediğiniz anlamına gelir. Bu kadar erken kalkmak odada daha fazla ayakta durmanıza neden olur ve bu da oturmanın yanı sıra soylularla toplantı ve selamlaşmaya yol açabilir.
B. Ayrıca önünüzdeki odanın kapısını açarlarsa ayakta olmalısınız. [alt adımlar] Çevrenizi takdir etmek için bir dakikanızı ayırın, kraliyet ailesiyle göz teması kurun ve karşılaşacağınız şeye zihinsel olarak kendinizi hazırlayın.
C. Bu onların konumlarına duyulan saygının bir göstergesidir. Halka açık bir yerdeyseniz, örneğin bir parkta oturuyorsanız, kraliyet ailesinin yanından geçtiğinde, bu durumda da ayağa kalktığınızdan emin olun.
D. [alt adımlar] Bir masanın etrafında durup telif hakkını bekliyorsanız, büyük ihtimalle normal masa misafirleriniz masanızda bekliyor olmayacaktır. Bu aynı zamanda kraliyet ailesiyle konuşmak için de harika bir fırsat.","Bu onların konumlarına duyulan saygının bir göstergesidir. Halka açık bir yerdeyseniz, örneğin bir parkta oturuyorsanız, kraliyet ailesinin yanından geçtiğinde, bu durumda da ayağa kalktığınızdan emin olun.",B. Aynı zamanda kraliyet ailesiyle konuşmak için de harika bir fırsat.,False
"[başlık] Ekipman olmadan baldır kası nasıl geliştirilir? [başlık] Çift bacaklı baldır kaldırma hareketleri yapın. [adım] Bu, baldır kaslarını sıkılaştırmak ve güçlendirmek için yapılan klasik bir egzersizdir. Bu antrenmanda kas kütlesi oluşturmaya yardımcı olmak için ağırlık makinesi yerine kendi vücut ağırlığınızı kullanır.
Şıklar:
A. Birçok egzersizin aksine, çift bacak kaldırma yalnızca omuz seviyesinde ağırlık kaldırmayı içerir. [alt adımlar] Avuç içi yukarı bakacak şekilde ayaklarınızı bir egzersiz minderi veya zemin plakası üzerinde altınızdaki yere koyun.
B. Baldır kaldırma hareketlerini yaparken ellerinizde sabit bir dambıl tutun ve kollarınızı başınızın üzerinde olacak şekilde yukarı doğru sallayın. Sol ayağınızla bir futbol topu, sağ dizinizle bir voleybol topu veya sol ayağınızla dev bir golf topunun üzerinde baldır kaldırma hareketi yapın.
C. [alt adımlar] Bu egzersizi, 10 ila 20 squat'lık bir set ve arada 10 ila 15 squat'lık bir set yaparak yaparak başlayın. Daha sonra her bacak için beş veya altı set yapın.
D. Hem gastrocnemius hem de soleus kaslarını güçlendirir. Başlamak için, gerekirse kendinizi dengelemek için bir duvarın yanında durmanız gerekecek ve ayaklarınız, ayak bilekleriniz, dizleriniz ve kalçalarınız dikey olarak hizalanmış olacak şekilde kalça genişliğinde açık olmalıdır.","Hem gastrocnemius hem de soleus kaslarını güçlendirir. Başlamak için, gerekirse kendinizi dengelemek için bir duvarın yanında durmanız gerekecek ve ayaklarınız, ayak bilekleriniz, dizleriniz ve kalçalarınız dikey olarak hizalanmış olacak şekilde kalça genişliğinde açık olmalıdır.","D. Hem gastrocnemius hem de soleus kaslarını güçlendirir. Başlamak için, gerekirse kendinizi dengelemek için bir duvarın yanında durmanız gerekecek ve ayaklarınız, ayak bilekleriniz, dizleriniz ve kalçalarınız dikey olarak hizalanmış olacak şekilde kalça genişliğinde açık olmalıdır.",False
"Boyaya bir sünger batırıyor ve ortasında üç adet askı bulunan dolap kapısını boyuyor. Kapıyı kameraya gösteriyor ve boyayı siliyor. o
Şıklar:
A. dolabın kapısını açar ve oradaki resim malzemelerini gösterir.
B. kapının iç kısmını boyar ve sonra onu da siler.
C. daha sonra dolap kapağına bir çıkartma yapıştırır.
D. ardından boya fırçasıyla kabini sprey boyayla boyamaya devam ederken kameraya kısaca hitap ediyor.",kapının iç kısmını boyar ve sonra onu da siler.,D. ardından boya fırçasıyla kabini sprey boyayla boyamaya devam ederken kameraya kısaca hitap ediyor.,False
"Malzemelerin eklenip karıştırıldığı ikinci bir kase gösterilir. İkinci kase birinci kaseye karıştırılır. Karışım plastik ambalajla kaplanmıştır. fırın
Şıklar:
A. kapatılır ve bir robot pastaya dokunmaya başlar.
B. boşsa, üzerinde ""bugün ABD'yi en iyi şekilde kullanın, yalnızca 10 dakika kaldı"" yazan bir notla gösterilir.
C. açık olduğu gösterilmektedir.
D. zamanlayıcı bir dolapta geri sayım yapmaya başlar.",açık olduğu gösterilmektedir.,C. açık olduğu gösterilmektedir.,False
"[başlık] Nasıl rock piliç olunur? [başlık] Grup tişörtleri giyin. [adım] Rock kişiliğinin bir kısmı rock gruplarına olan sevginizin reklamını yapmaktır. Vintage saç bantlarından favori çağdaş rock gruplarına kadar uzanan tişörtler işe yarayacak.
Şıklar:
A. Egzotik görünmek için yapılacaklar listenizde bulunan herhangi bir isimli grubu gösterin. [alt adımlar] Bir rock piliç olmak istediğinizi söyleyin çünkü grubunuzun üyeleri birlikte yaşamaya başlamadan önce müzisyenlerdi ve muhtemelen rock'çı ve punk hayranları dışında rock piliç haline gelecekler.
B. [alt adımlar] Bir konserdeki ürün masasından veya bir grubun web sitesinden satın alınan orijinal grup tişörtleri bunun en iyi yoludur. Klasik bantlardan yapılmış vintage tişörtler, özgün görünmenize yardımcı olur.
C. İçinde ""band"" kelimesinin geçtiği materyali dikkate almalısınız; tarzınızı hafifletecek ve özellikle şık görünecekler. Ve bu rock görünümünü yumuşatmak için grup tişörtlerinizi gömleklerinizin üzerine çapraz bantlayın veya grup tişörtlerinizle birlikte formalar giyin.
D. Eğer grup fanatiği değilseniz, en sevdiğiniz on grubu bir kovaya, dolaba, kutuya veya ön büroya sipariş edin. [alt adımlar] Grup tişörtlerinin vintage olup olmaması önemli değil.","[alt adımlar] Bir konserdeki ürün masasından veya bir grubun web sitesinden satın alınan orijinal grup tişörtleri bunun en iyi yoludur. Klasik bantlardan yapılmış vintage tişörtler, özgün görünmenize yardımcı olur.","B. [alt adımlar] Bir konserdeki ürün masasından veya bir grubun web sitesinden satın alınan orijinal grup tişörtleri bunun en iyi yoludur. Klasik bantlardan yapılmış vintage tişörtler, özgün görünmenize yardımcı olur.",False
